anchor top1 top2 top3 top4 top5 top6 top7 top8 top9 top10 top11 top12 top13 top14 top15 top16 top17 top18 top19 top20
10232 8605 2504 2386 4951 2385 137 8182 4259 4803 11304 9988 2035 2387 2388 8743 2384 8161 3763 4189 6267
9553 4036 12074 4035 10048 4034 7018 10839 5105 838 9169 3737 5842 10138 4037 4038 4031 577 9460 5661 8442
6467 2510 11625 8887 10556 10122 11739 2995 9642 6267 8416 6517 10591 11078 5371 8161 11515 4045 12080 10332 229
3811 7305 5583 4347 5281 6110 5582 3812 11247 3048 5581 965 10651 3043 10678 7107 368 4099 4044 4978 9712
8233 6044 1843 8231 8685 1840 5656 4045 10054 10122 11739 8387 11515 6267 2995 9707 10043 8161 10973 8426 5679
6128 6404 12077 9263 5832 12013 8387 4045 7055 10973 10122 8949 229 6993 2995 8375 11739 11515 8161 10599 9642
11067 9565 11169 11214 1974 6842 7168 10814 1975 1976 9660 6830 11097 7587 4189 7698 137 10297 7585 8623 10051
1315 6327 5105 1233 12074 9216 4036 8712 4035 4038 4963 10051 10840 5643 1351 10048 1353 10137 2535 9441 9401
11660 10350 6267 11515 5679 9707 9518 11739 9642 10122 10591 10556 10043 8581 6987 10973 11996 8949 4014 8082 7653
6301 8144 11761 11845 8221 7533 5194 3142 9737 7295 472 9361 12097 10000 11754 8688 7979 6327 4036 10138 7403
10178 9611 8161 11996 10043 10122 6267 9707 4014 2995 11739 11515 8949 8387 8581 10591 4045 6453 4918 9642 10556
6769 6267 9642 11739 2995 10556 4014 4918 10122 11515 4045 8387 10591 3728 8161 6453 5679 9282 8426 4320 10599
11948 3763 4189 5003 7305 4799 11006 2269 11628 7650 7326 9114 7736 1038 4596 10325 11195 8805 12080 7050 5692
7837 2840 10917 5583 6882 2956 4487 622 837 7340 5584 2889 5582 5691 7823 4001 9642 7489 10122 11019 10556
9424 5880 5881 2385 2384 5873 4803 9491 6831 4038 11839 180 11139 5051 2387 6056 5105 11100 2388 6279 2258
2016 1649 890 407 11386 2001 3750 751 9416 889 4388 4330 7090 9361 1741 4302 893 927 969 303 8022
3790 3793 3792 3794 3802 3791 3799 3803 7613 3796 3801 3798 9677 1443 3797 6081 5594 2853 3926 2504 10638
10863 5782 5781 5783 10864 9332 2995 229 8949 8105 5679 11515 10122 9642 10973 8426 8387 11739 10599 10043 4045
5261 10122 11515 11739 10556 9707 10973 10599 6267 9642 8581 6453 10043 4045 8387 2995 4918 8949 8105 229 4320
2983 4045 10122 11739 11515 9255 10556 4014 9707 10678 10973 8949 9642 6267 229 8387 10591 5679 8105 8426 8161
9205 11739 11515 10122 2995 6267 8387 9642 4320 10556 10599 10591 6453 8949 8581 8105 8161 5679 4014 229 8426
1471 1651 11545 4961 1380 8783 457 11551 127 1650 11981 6601 5202 2071 8468 1470 9467 9051 10037 8949 9179
11130 10122 9642 8387 8949 229 10556 6453 4918 11739 6267 4045 8161 11515 2995 10973 4014 10599 8426 5679 4320
4715 4014 445 10556 10122 8387 11515 9642 4045 8161 229 10591 11739 2995 6453 6267 5679 8949 10973 10599 4918
264 718 1153 231 717 715 716 714 723 233 722 6194 726 5556 719 498 721 606 605 720 1448
5327 806 10560 10843 6461 7640 11849 5037 5813 8476 9847 6874 4678 10559 10025 7529 29 3362 2243 5494 9611
3917 7018 11939 8967 9297 2865 3555 9324 8161 2995 9642 11515 6360 11739 8390 10556 8105 5679 229 6267 4045
6764 3880 6475 8366 9639 10999 5660 9640 4961 1437 137 10942 2885 8425 136 2888 10905 1345 813 2248 8639
2375 7844 5483 8245 10491 7496 4080 1751 8760 272 8738 5039 1164 2609 2703 1070 514 554 80 8106 11182
10476 7512 5679 9642 11515 10973 10556 10122 11739 8949 4014 2995 8105 8387 6453 10531 9707 11996 8426 4320 229
5555 6874 6503 9988 801 9255 4918 8161 8387 9682 6453 10556 11515 229 10599 10122 2995 4014 8426 4045 9642
267 9255 2995 8387 9642 10556 8161 229 11739 8520 10122 11515 6453 10599 4014 4918 10043 10591 5679 6267 4045
5023 4918 11739 9642 10122 10556 11515 10599 6267 8387 10340 4320 2995 8161 6453 10043 11996 6676 8426 10531 4014
11159 11739 10122 6267 9642 8949 4045 4014 2995 8161 8387 11515 6453 10591 10973 4320 8581 10556 10043 5679 8632
10419 4014 9642 8387 10973 4045 11739 10591 5679 6453 229 8949 10599 10122 11515 10556 8426 8161 4320 10172 4918
10782 6398 6400 4344 3798 6399 7613 3801 9677 60 3151 2078 616 9321 799 337 9678 5594 5263 3926 617
4456 8596 8527 11670 7562 11815 10861 6818 7358 10873 6583 10886 306 7970 7028 8860 9038 10392 206 8834 9611
6984 11841 7974 4189 10667 6300 6011 5872 7970 7529 11737 4266 10358 3503 8189 3103 6882 9247 4865 11691 11680
5875 5874 4803 2504 8182 1258 3095 6267 10043 11515 6453 9677 229 2995 10406 8161 4014 751 10556 10122 8375
177 10556 11739 10122 4045 4014 10973 11515 9642 7125 6453 6267 5679 10591 8161 8632 9707 229 8426 8949 10531
6571 6574 5799 7658 5592 10505 5797 2385 4038 10138 8219 1180 10137 2386 4036 10051 4034 10050 5105 11938 4031
1368 7390 1372 1376 1378 1044 1379 1369 1292 6872 1101 3331 5334 1098 1277 7018 5332 1373 1100 5333 1377
3780 9245 5758 5759 9037 12080 3781 6321 2546 10591 10406 1867 4014 11960 6117 3540 2995 813 6734 10482 10599
5086 10544 9597 7617 1437 8743 10122 10556 4803 8949 9707 2995 8387 9954 9675 5679 4045 4259 229 9642 10973
9393 5721 9011 7717 6138 8580 1729 11847 2872 10678 9864 2992 8164 5281 9012 8949 6454 11739 6139 1728 9263
7232 10462 7231 3004 4697 9297 2971 7184 8972 10613 3439 7293 9359 11088 10684 11381 6071 5110 2857 9180 1210
8200 8052 9816 5469 6152 9562 10133 8148 10281 9640 9146 9022 9638 9639 8879 11595 8366 11150 8898 11570 7246
1828 1829 4498 9255 6865 9692 1831 3963 3969 9906 2860 9932 5914 11157 3539 9907 5214 5589 4232 2138 9905
9681 9639 8366 12015 9640 1974 7834 9638 11939 3131 11570 3472 3493 1723 1462 3814 10873 9613 9612 9641 6222
2341 5723 10408 7717 3096 3540 5455 2344 10631 7525 2266 9916 2372 3468 8011 6139 7107 2872 9011 8320 8580
3979 1924 11305 8159 4962 10760 4961 6830 6389 6873 11649 3331 6388 389 9772 7229 10991 136 9536 9642 557
5786 8589 9852 5785 7594 9535 6557 11289 11739 11061 10122 7646 8387 137 10973 8774 9608 11049 4329 11390 10051
1483 8387 4045 4918 4014 10599 6267 10973 229 2995 9707 8161 11739 10043 8581 9642 10556 10122 4651 5679 8949
5922 10992 4591 9737 9556 11502 4693 8483 2691 2527 1868 9597 8927 12057 6866 7127 9485 3439 3222 12049 11602
10931 8908 5691 6267 7677 10122 8387 3546 229 2995 8161 11515 9707 4014 10556 10973 10043 9642 6453 10599 9928
7981 9467 3430 11980 4592 9468 6550 5556 5010 4531 11603 1940 12078 5423 10973 11282 4014 11739 353 2995 8426
10257 4193 9988 5604 9736 10458 5529 3299 7170 5010 11897 10575 9785 9171 11918 9533 3298 9839 7204 6921 1462
4607 1829 9958 4498 9906 6649 9052 10263 9932 11317 8255 9475 25 8339 11939 9692 2699 11739 8712 592 6385
1926 5644 7585 9945 8623 11745 6662 9493 10449 10448 7587 9847 9494 4906 9491 8679 8624 6779 9489 10991 8476
11833 10122 11739 9707 11454 2995 6267 7653 10556 11515 9609 8387 4045 4320 8949 229 8161 10043 10599 10973 5679
8597 8180 6568 11701 2771 3108 3465 11451 8476 6360 11479 7174 2633 10813 6391 11011 9994 10463 676 5527 617
9572 11545 10575 356 8183 4961 11649 8852 7387 10051 9512 9640 11484 11924 6214 9216 12057 1723 12046 6422 4551
4176 7156 2591 9348 5195 4803 4345 7601 8743 6874 2070 3801 4275 4202 331 3117 62 9317 4813 9101 801
9285 9642 6267 10122 10556 4014 4045 11515 229 2995 10973 8161 8949 6453 11739 8387 10591 8105 10599 9282 10043
7617 10544 5086 8290 9971 10979 8289 9597 3762 7838 12016 8291 6818 9507 9076 2995 10556 6734 9707 4045 10122
6121 8380 9928 12013 5691 3390 11726 6120 5035 10814 10357 3126 10925 4997 10692 10997 3857 6037 9114 7260 8974
5063 8734 10825 8412 8733 10050 4038 11078 8413 5719 2289 5371 10051 11949 2585 10137 6906 8113 4242 9449 5105
10711 4014 6267 8949 9642 6453 10122 4045 10556 11515 8387 2995 8161 11739 9707 8426 10591 8581 4918 10043 229
351 11849 6311 7506 5939 11597 4803 8397 10121 2851 9762 1412 2504 1607 3793 3844 3789 3081 3976 2852 11390
5300 11939 8387 9642 11739 7397 5679 4918 8161 2995 8426 10973 10556 4045 8949 6453 10122 4014 4320 11515 10591
4431 6267 10122 10599 9707 2995 8949 11739 11515 10973 8105 8387 4014 238 229 10043 4045 10591 6453 10172 9642
9361 8804 9772 6038 4951 10591 10122 4014 11739 9642 8387 10599 5679 229 8426 6453 8949 10556 10973 11515 9707
982 4117 10997 8520 2995 4837 4836 6247 11739 1331 10122 8161 11515 4918 8291 4045 10556 10531 6453 11390 229
6772 10422 8476 3066 9816 10623 11431 10285 6830 11485 7375 9879 11491 10622 5706 11726 4162 2335 2875 3073 4512
11838 2258 2259 10085 2385 6389 2257 2384 4961 2386 6388 5528 2387 11839 6055 2887 1347 9435 801 4962 2388
8015 10519 6830 11636 5741 11987 4014 6453 9385 9642 10556 8426 11454 4045 8387 11635 10591 431 10122 9282 8935
1519 3647 7655 7974 8118 10237 11173 9279 10037 9266 12027 1822 8831 10973 8832 11739 5813 7570 8387 10678 5281
2534 2535 7018 7136 6360 10544 11336 7839 4219 801 2385 6874 470 2384 8949 11515 10911 11128 10122 10254 9642
7083 3714 229 6267 4045 8387 11515 10556 4014 5679 9642 8161 10973 10591 10043 9707 11739 8426 10122 2995 4918
2407 4962 4961 6874 2070 4803 8424 11849 5792 617 2504 137 136 365 5195 5625 801 10450 9667 4345 4812
9811 7979 4259 7601 1577 6782 10121 6801 9912 9535 6282 3744 3789 11938 7254 6934 1554 4045 7016 7015 11014
6337 8642 10840 1437 10839 5691 3083 5707 11065 8315 5502 4836 4296 7615 116 9360 1351 1336 3027 6372 9611
10588 4938 9611 11384 4955 11960 8516 5297 11739 10153 8243 8511 9844 8949 11049 6766 5621 5679 10556 10973 10122
12024 6843 11851 6408 7486 1867 9656 4889 8291 4038 10828 2095 2344 8967 11939 229 2865 10556 4888 3510 4380
3349 3793 4344 3789 738 3150 6963 3784 235 740 795 6860 71 1412 4342 3790 741 2031 6081 743 6859
4596 11295 9642 8387 9707 4014 11739 5679 10531 2995 6453 10122 8949 10556 10599 8161 11515 4045 6267 10043 10591
3326 2334 11384 4144 7372 7443 6601 3540 8870 5016 8606 3325 8135 3956 9101 7237 8665 10873 8520 1784 7863
881 4961 11123 10076 4962 7770 258 10704 9677 10358 8292 12045 3294 3801 7613 11295 6874 4202 4014 9545 8203
11203 3352 11739 9642 8387 10643 229 11996 10122 10973 10678 8161 4320 29 5679 7653 8949 4045 10556 4014 2995
3110 5956 420 10055 687 2447 4810 2844 600 2428 2279 4946 44 2445 1129 841 1487 1405 605 688 4397
3569 60 337 5263 2852 2078 771 328 334 93 59 335 2851 745 3844 2853 74 332 5594 4444 364
1677 6991 9512 5119 2275 7260 11302 2636 11622 475 2555 5010 905 6226 474 1726 7170 10606 5698 7763 8378
10938 4803 6453 4049 11996 5165 8161 9642 4014 10122 8387 10531 9282 3288 3151 10043 5679 229 7653 2995 10973
807 3501 9642 4045 4918 11739 8387 10973 4651 10556 11515 4320 8426 8161 10599 6389 5679 10172 8581 7018 229
10839 10838 9642 10122 8387 10591 4014 9282 6453 10973 11515 10599 5679 11739 8949 8426 229 4651 10043 6267 10556
8444 7018 6284 5691 6882 7765 2386 1702 3362 11657 617 6704 9324 9728 3126 664 5013 8495 10528 1537 10544
11500 9642 10122 8949 11739 4014 10556 10973 6267 8387 11515 229 6453 10591 8581 4320 4045 5679 4918 8161 8426
4101 7305 5583 7048 8541 136 137 5281 964 965 626 7304 6912 4961 7049 5584 1345 7055 5581 4917 9469
8864 11939 2360 11095 10991 2649 1888 4977 11062 8857 8115 10886 11285 11078 5877 4267 11769 10873 6819 2248 10000
5955 8748 2663 4107 9481 3219 8828 11250 4122 9945 9012 11777 10483 8784 2664 5117 10740 9155 8513 622 291
4062 8161 8387 9642 3728 4320 2995 6267 5679 4045 6453 4918 11515 8949 4014 10556 10122 10599 10531 10278 9282
4227 6408 1291 4189 10406 11739 8105 5892 5679 11515 10122 4014 9642 4045 10973 6267 8161 2995 9707 3058 4320
3949 1427 2995 11515 11739 8161 10122 1428 8105 6453 4014 6267 229 4918 10556 10973 10599 10591 10531 10043 5354
654 8387 8161 2995 9642 6267 4045 4918 10556 4014 10122 10043 10591 11739 6453 11515 10973 8426 5679 4320 10531
11691 4189 11739 10122 8387 4014 11515 10973 4706 4045 8949 6453 10556 6267 8426 10591 8161 12034 9707 9642 2995
12030 10051 9677 4038 1347 7658 4961 7613 3801 5798 4962 4045 8105 2995 133 8425 8949 2885 11515 10122 10050
669 6321 9263 1008 3540 11431 1571 9560 7051 1569 3847 7055 965 1999 10368 7305 5008 8360 8375 3857 7572
1272 10209 7095 1970 11453 1273 3130 3131 9614 5417 8026 5415 8027 8155 4484 5238 7961 9613 1269 3262 11070
4188 9967 8990 9831 1206 4700 6047 801 6874 9114 4943 7168 2093 11340 3126 11208 10006 7839 11255 3273 8380
833 5100 5842 3288 10122 11515 3719 9707 8161 6267 10556 8387 11739 4045 8581 4014 9642 10599 2995 7018 229
4713 7874 9406 11305 4233 8647 11285 258 3979 3771 4714 6748 11649 5847 11719 514 11495 11271 9504 6873 475
5113 5354 8495 5429 11163 9554 4881 7933 2699 8537 5245 6329 5112 3377 9859 9544 5691 9928 1092 1186 2473
6824 3468 3469 9012 182 6137 3040 3992 4407 1728 1158 7107 11793 2344 10631 6093 2898 3038 11247 9926 5158
11083 4014 4045 10122 6267 8949 8161 8387 10591 11739 2995 9642 229 6453 11515 10973 10043 5679 10556 11996 8581
4377 4376 10122 6267 11515 9642 9707 4014 8105 4045 10556 10591 2995 10973 6453 11739 10043 8387 4918 4320 8949
3638 11033 10667 6404 10362 11114 10710 1997 5354 11739 920 9729 1963 5049 5414 1090 2027 5456 2995 10122 4505
5186 11271 9576 8470 10873 1869 4524 8219 10346 7412 4938 5643 11270 1631 1574 10033 11735 2112 11285 7557 1723
2233 8416 10122 2995 8949 229 11739 6267 11515 9707 7766 10973 8161 4045 9642 8387 10556 10043 8105 4014 8581
10399 8554 8147 5300 6062 10839 9297 5743 6830 3738 62 1513 8556 5926 365 3887 10833 2361 9675 8553 11542
1387 10364 8885 8809 11577 5342 1458 401 1388 9988 5483 11748 11657 5542 10777 6221 11106 6220 11870 6517 9834
5991 11739 9707 4045 11515 8387 10973 10556 10122 9642 8161 6267 10591 2995 4918 10599 8581 10043 8949 8105 229
499 5798 5592 5797 7658 5795 5689 6017 5796 7052 1690 6574 275 7964 5591 5590 9141 1180 11924 8679 2643
5902 11088 9180 6069 2309 5964 11302 7182 5877 6071 6073 11284 12057 10539 6068 4962 4149 4961 10051 4014 10122
16 17 11879 2504 1412 10122 4259 11739 5842 8387 2721 10591 7933 229 4014 10556 2995 11454 4045 6267 9707
619 4096 6830 9368 10346 7709 618 5643 5281 10478 11285 2636 6458 9255 801 8821 11218 6874 9460 6395 8292
1802 6876 12008 10791 4186 3862 8790 11075 3863 2087 6130 10633 6830 6666 2973 9415 5059 11173 4970 8763 7391
9985 11739 229 2995 10973 8387 10122 10591 9642 6453 8426 4045 11515 4014 4918 8161 10172 8949 10556 4651 10043
8899 10122 11739 11515 8387 8949 9642 6267 8581 10556 11996 4320 10973 4014 10599 10591 4918 10043 6453 2995 5679
3482 6930 3689 9568 10183 2771 8047 6649 11436 7874 11490 11856 11981 2698 21 7416 5527 5389 4219 6650 8180
11320 8387 4045 10973 8949 11739 9642 9707 10122 4014 10591 2995 10556 4189 10599 8426 229 6267 8581 11515 6453
1676 337 1412 745 60 4041 955 4803 2721 5263 5735 4813 4345 4461 2282 1607 365 6352 3569 2501 331
1931 9736 11657 10973 9642 11515 11739 8581 8387 11996 6267 9707 8949 10122 10043 8105 4320 5679 229 9101 8426
3045 965 9263 964 3044 8375 4869 7050 3048 7305 2758 137 7613 8131 8374 4961 9677 136 4962 3801 4682
8423 8424 4962 4961 136 2887 1345 1343 1347 137 2886 2884 2883 2888 8639 9469 8425 4532 12009 2882 1346
9871 10556 9642 6267 9707 11515 4014 6453 2995 4045 5679 11739 10122 5686 8426 10043 10591 8161 8387 10599 4918
1734 8006 9611 5300 6453 6830 4045 4014 8161 8387 6766 8949 9642 8426 2995 4918 10122 10531 9076 10973 9823
11315 4938 9611 9597 11960 6766 8243 9855 11402 10678 10730 6404 10346 8712 10425 10864 10122 8949 6325 11739 8387
5289 8331 7650 11188 9255 2702 617 5539 137 6806 7648 6934 8480 11851 3048 5879 7018 3362 9747 1867 136
8593 7809 9839 8967 2836 2865 8712 6428 10272 8520 8380 8244 11526 6432 11595 3194 3126 9846 2925 9641 10524
3419 11454 9852 7864 6830 3493 11814 10560 8774 10477 11049 2971 1832 8712 11818 9805 10380 6819 10189 3273 11833
9748 8949 10556 10122 8243 10346 1562 4918 6453 8161 11739 8387 9642 2995 4045 10973 11515 229 4320 10599 8105
7790 10122 7874 7397 10591 6267 11739 2995 9707 8387 4014 229 2408 10531 8426 8949 5037 6453 10973 398 11515
10101 8219 8218 6213 6214 1299 6211 7236 6215 8217 11107 6212 6216 6450 6618 2707 7235 136 562 2386 137
5949 630 4251 3763 5964 5432 7169 11049 11656 9551 3026 2555 3698 12006 10991 5707 1735 10241 11349 9216 10839
5355 5920 4962 11390 475 6432 6389 1391 4961 5921 10122 1299 5524 11739 9852 8006 9468 4117 9630 9707 4045
342 3919 6141 3826 10836 9536 4029 554 6969 8589 4791 7556 11265 1543 1104 2236 8 4365 3755 11527 7886
2022 11418 3132 8245 2407 3697 11033 10714 6647 10380 8069 11484 6518 4591 5010 181 8751 11056 6517 3252 7973
6648 9909 9315 4045 4014 10973 4961 4651 10591 10051 8426 9642 2995 8105 2255 5679 229 11739 11515 6453 8387
10365 9622 8107 7168 2465 5154 10863 1437 4768 11567 11545 7979 4045 8949 8974 2995 3200 229 4189 8387 6267
1971 513 1714 3747 6193 3878 7379 7515 3745 4061 2553 2054 3696 11992 8867 9201 1045 6374 4081 443 2648
1504 9642 11515 6267 11739 10556 8387 4014 5679 10122 8161 8105 4918 4045 10599 10591 2995 10043 10973 6453 11996
3712 7083 3714 7680 11173 3265 1954 5892 2749 8360 3388 6321 6229 3050 1291 8895 7511 3711 3131 7535 2623
2316 10556 6267 1437 10122 4045 11996 2995 8949 4918 9642 11739 9707 8161 4014 10127 8387 4320 6453 11515 8581
2981 10991 11850 2649 2547 11783 8860 5300 5729 6838 6448 7973 914 5610 6537 11778 2224 7788 11169 8645 11491
4236 7501 8685 6046 8226 1848 5221 6044 7859 7844 9067 7769 7221 7068 1838 7753 10054 1476 5454 2557 3093
10083 6961 3048 11453 11959 5457 3058 10667 6267 8387 11515 10556 11739 9642 10122 10991 8581 6453 9988 4918 12069
10837 4513 5053 8419 11425 2385 11285 2535 7120 7018 6291 1008 11171 10544 12002 6774 5281 4512 10368 2386 5056
232 231 720 791 605 5856 714 953 498 723 792 4200 988 726 719 718 716 49 715 606 4741
8143 6431 9615 11390 8420 9912 7856 5567 6190 6189 291 10507 5529 1133 11849 3581 1882 3077 11597 10208 3479
4400 10368 767 5843 1004 8375 6594 5279 965 4682 10696 3362 6236 3045 6508 4870 4722 9938 5816 9243 1586
3566 1581 2896 1580 4516 4466 1124 5713 2075 40 1562 1125 7339 3346 1924 1910 1126 1911 1021 1445 3136
2206 3681 4914 4344 9321 6830 3798 7613 7018 1421 6702 6446 4343 3151 5943 9677 10782 2192 4961 10297 5486
7386 10051 5105 10048 4038 10137 4034 137 4035 10050 4036 9707 2504 8366 11515 10138 4045 10973 8105 10122 10043
8474 4045 8161 10122 5679 8387 9642 10531 11739 4014 11515 6629 4320 2995 9707 8105 6453 8632 10973 229 10556
712 319 471 2496 326 713 327 325 704 323 707 318 322 320 4740 703 324 317 700 702 48
4610 4609 2995 8387 10122 4014 10556 8426 9642 8949 5679 10531 11739 6453 11515 10973 10043 4918 8161 6267 10591
11259 11726 1194 11285 8420 2971 4511 8705 5698 9542 10579 1485 9816 6517 2633 6518 7707 11471 4513 9775 11431
9178 1908 9179 7529 7568 7528 9354 8885 1518 9714 7668 9449 540 6443 9467 11639 1483 4527 4189 5724 11043
3935 137 4189 6009 4961 8210 2025 4962 136 9641 2248 9255 3741 1974 6842 10942 4612 3695 10814 11356 9068
426 732 2280 3786 733 321 609 731 2178 424 1972 3785 1674 989 612 425 730 611 2284 607 843
10570 1954 11208 1291 7566 7420 8771 10846 11076 3280 7655 7680 9271 6752 28 6625 9269 7265 7832 1060 6152
3571 3995 900 5281 7055 142 7305 10804 3048 7548 9263 7445 2840 7050 7446 11071 4045 10973 11515 3046 6463
11216 10122 11515 6267 2995 11739 8105 4045 9642 10973 4014 229 8387 9707 6453 8161 8949 10043 5679 10556 8426
2833 6267 10591 9642 8387 10122 8581 9707 4014 11515 8426 10599 10556 4320 4918 6453 10043 8949 9282 10973 4045
4788 6473 3943 11625 7874 11755 2763 534 5881 7355 10493 1940 11087 11578 8648 5761 118 9609 1348 11610 12009
11222 10740 3362 7206 6138 5951 2875 11515 9282 10043 9642 10591 4803 11996 8581 4014 10405 6453 10122 8838 10531
7216 3840 9570 6372 7838 2275 5853 11636 7257 11779 6558 11491 11456 10213 6830 10239 3540 7635 1888 8879 5552
11359 6991 9611 5583 6766 6830 8082 5010 5581 10991 5692 1155 1677 5281 2275 10678 475 8183 3103 6071 7912
4097 622 7050 5281 10804 5833 2840 7305 11400 3046 8541 6110 2431 9766 3571 2954 10038 6323 5002 11024 10425
10058 4836 5273 5964 10544 11255 9611 2294 6214 8834 559 2924 10911 10667 10839 9590 8973 4244 10252 7840 2296
793 2500 3895 794 1576 8789 736 71 2563 1577 3788 735 1408 7909 427 7487 737 4594 2453 4948 7803
11403 7305 5281 4962 368 965 7138 6593 4961 9467 10941 1347 137 3048 11739 4014 10973 10591 11071 2758 3046
39 4870 767 1586 9243 5279 6236 8375 10368 5819 1006 1002 5816 5013 1585 5815 8376 1007 6825 5480 1008
9088 11572 4045 11515 11739 10556 8387 8949 9642 2995 6453 10599 10973 6267 229 8161 4918 8581 10122 9282 8426
861 8243 1867 4865 5879 9548 7974 8006 9466 823 8455 12013 7089 5273 3037 1067 4381 10595 7970 8910 10613
1728 1729 11847 7206 2049 2867 8580 8016 2344 11550 1727 3821 485 7717 9011 4318 5000 2868 9012 2992 3822
2916 5239 1845 5082 11284 10488 11554 7777 9124 5688 8948 12095 2117 5188 7734 1691 7544 11122 10618 9788 4789
12074 229 4045 8161 8105 5679 10556 10973 8387 11739 11515 10591 10122 9642 4320 11996 2995 4014 8949 10599 10172
10221 137 6874 2504 9126 136 3801 4803 801 7495 9677 2386 2571 4961 3151 8425 4962 62 7613 10942 11255
6186 7018 9924 7663 1347 2385 5842 137 10122 11739 2995 2035 9226 229 8387 801 8161 6389 10973 11996 9707
12042 10272 6830 9677 9119 10839 9253 8949 6831 11374 6453 10873 5483 4014 7613 10599 11515 8632 5342 11384 10684
4189 11739 8387 4045 2995 8949 10973 4014 9707 11515 10122 9642 8581 8161 8105 10043 10599 6267 8426 229 5679
4130 11939 9568 2980 9791 6046 7964 9406 9073 11305 7894 2539 11778 11486 7874 4522 3581 10006 4977 10539 7284
6882 2890 9642 10973 10556 11739 4045 229 4014 8387 10122 5679 8949 8426 6453 10591 11515 3956 4918 2995 10531
6998 4392 4089 1380 5371 10999 7839 9315 8712 7979 3444 6648 9909 9317 1204 4961 8898 9567 7015 6997 11545
1969 1965 1970 5415 8155 4493 1269 1273 2998 7961 3642 9613 3262 1272 3711 5953 1268 7094 3238 4194 8025
5736 3150 955 3350 954 7020 738 741 3784 2030 2033 3567 8142 1578 2501 1577 3789 71 1410 1489 3744
2062 4242 6476 4846 11373 6967 6649 10745 5499 6475 1759 7319 462 6567 11926 1204 9385 2535 6566 9180 8138
6985 1052 9917 8380 5972 8779 1482 10004 883 4090 4277 10275 924 1305 5205 12067 11683 11043 3686 7407 9275
7913 9642 4918 10556 6453 8161 11515 6267 4045 8387 2995 11739 9282 10973 229 10599 8105 10122 10531 4320 8426
9835 10002 2102 5293 2101 2094 922 3546 5151 8448 8743 2035 9597 9003 4259 10062 2243 4189 2504 2721 4345
10738 6837 11841 10638 8318 4398 6666 9286 9478 11185 11007 7238 10034 7679 11691 3215 10689 9263 7974 10639 9437
3681 9642 5742 8105 11515 229 8387 4014 11739 4045 10599 5679 4651 8161 10973 4918 6116 4320 5892 6267 10043
3655 445 4700 469 444 11561 6361 15 10332 5342 6722 3478 3656 6353 10457 9006 2479 4971 3915 2855 7029
11318 4972 9907 5281 6139 5914 9255 9933 5214 5832 1828 5692 3969 3539 10038 9542 3963 1829 3096 5915 10065
8464 11739 9642 2995 11515 10122 6267 8387 4918 10973 10556 4320 4045 4014 8161 6453 8105 5679 10591 10043 8949
9219 2633 10103 11570 8366 11595 2971 9639 9637 4962 9640 9638 4961 1526 2504 4344 562 9839 2546 4880 6747
10207 6267 2995 8387 10122 5847 8949 10973 4918 9642 11739 10043 10599 4045 11515 4014 10591 9707 8161 229 6453
1240 11939 9642 10122 4045 9641 11739 2995 10556 11996 8949 8387 5679 11515 4014 10591 10973 8581 10043 6267 9707
7227 9251 8387 4961 10973 10599 2995 6372 4918 10814 4045 5679 8161 9642 9282 4651 11739 229 8105 8581 4014
1021 7339 1581 2896 1580 1562 4516 3566 3475 1564 1124 40 1910 2075 1125 5028 5713 1563 1445 3498 1911
646 6818 229 786 11642 6267 10886 9601 8161 11515 2995 4045 10122 10942 10556 4014 9707 9978 6453 10043 11739
7803 737 3895 955 1578 7487 741 954 2503 1577 794 736 8789 71 2033 3788 1489 2501 3789 7909 2500
4524 10524 11695 137 8476 136 8520 5688 3170 12006 6354 10523 4962 7786 11271 4700 801 842 229 9639 8805
2928 6822 9110 10027 7926 7039 7038 2230 3503 10922 5879 10771 7974 7566 5892 4680 10271 1954 9271 6754 4189
9115 9640 61 62 2721 8366 10051 2995 10591 6267 4014 9639 6453 4038 229 8161 8387 7653 10050 10043 10122
2094 2095 821 1073 7486 10828 2432 930 4038 7613 4902 5105 9677 1996 9548 3801 2433 11851 10138 1291 2096
3230 9823 3945 10056 1497 11881 6966 6155 6130 10186 8660 2013 2481 1648 3654 4387 10566 10345 6628 7633 7184
1965 1970 1969 8155 5415 3642 4493 7961 3711 9613 1269 9402 3262 639 3278 10537 3264 2961 7083 1273 3131
7008 9640 4961 10760 8366 9639 10761 11570 229 8639 10122 4962 9638 8949 9642 6267 5679 10599 4014 8387 2995
306 11739 10122 10599 10556 8949 9642 8387 6453 11515 6267 10591 8581 9282 2995 5679 4014 10973 10043 8632 229
7749 2399 7208 5813 5371 10243 11996 4873 11083 4014 2995 6267 10122 10591 4045 8581 8949 10556 10278 8161 8387
7517 10997 2995 10591 8387 4014 398 8949 11739 6908 10122 10599 6267 8581 4189 9642 10973 11515 10043 8426 8161
8086 1729 7717 10122 485 3822 11739 4014 8580 2995 2992 6267 10556 8161 8949 8387 1156 4045 2687 9012 9642
5229 5111 5228 5230 6191 11938 4259 7577 9912 4678 7601 10601 1203 11581 9359 8454 3546 12013 29 2385 5318
4558 10045 3250 11265 5942 4379 10502 7168 5371 7039 4969 3209 9439 9387 11078 6648 10986 9996 7846 11091 12101
7453 2659 4758 8927 11064 4694 9080 1253 9051 1812 409 11426 6727 1811 8092 7539 5225 5077 11252 9659 463
